fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
9.5;0.46;0.24;2.7;0.092;14;44;0.998;3.12;0.74;10;6;France;Provence;Coteaux d'Aix-en-Provence;;Rosé;Château Vignelaure
5;1.04;0.24;1.6;0.05;32;96;0.9934;3.74;0.62;11.5;5;Argentina;Mendoza Province;Mendoza;;Malbec;Clos d'Argentine
15.5;0.645;0.49;4.2;0.095;10;23;1.00315;2.92;0.74;11.1;5;France;Provence;Côtes de Provence Sainte-Victoire;;Rosé;Mas de Cadenet
15.5;0.645;0.49;4.2;0.095;10;23;1.00315;2.92;0.74;11.1;5;US;Washington;Horse Heaven Hills;Columbia Valley;Cabernet Sauvignon;Passing Time
10.9;0.53;0.49;4.6;0.118;10;17;1.0002;3.07;0.56;11.7;6;Spain;Northern Spain;Ribera del Duero;;Tempranillo;Resalte
15.6;0.645;0.49;4.2;0.095;10;23;1.00315;2.92;0.74;11.1;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Sanctuary
10.9;0.53;0.49;4.6;0.118;10;17;1.0002;3.07;0.56;11.7;6;US;California;Sierra Foothills;Sierra Foothills;White Blend;Terre Rouge
13;0.47;0.49;4.3;0.085;6;47;1.0021;3.3;0.68;12.7;6;US;California;Russian River Valley;Sonoma;Syrah-Grenache;Limerick Lane
12.7;0.6;0.49;2.8;0.075;5;19;0.9994;3.14;0.57;11.4;5;US;California;Russian River Valley;Sonoma;Syrah;Limerick Lane
9;0.44;0.49;2.4;0.078;26;121;0.9978;3.23;0.58;9.2;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;Loring Wine Company
9;0.54;0.49;2.9;0.094;41;110;0.9982;3.08;0.61;9.2;5;US;California;Napa Valley;Napa;Petite Sirah;Eighty Four
7.6;0.29;0.49;2.7;0.092;25;60;0.9971;3.31;0.61;10.1;6;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Flying Goat Cellars
13;0.47;0.49;4.3;0.085;6;47;1.0021;3.3;0.68;12.7;6;US;California;Paso Robles;Central Coast;Syrah;Four Lanterns
12.7;0.6;0.49;2.8;0.075;5;19;0.9994;3.14;0.57;11.4;5;US;California;Central Coast;Central Coast;Red Blend;Turiya
8.7;0.7;0.24;2.5;0.226;5;15;0.9991;3.32;0.6;9;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;World's End
8.7;0.7;0.24;2.5;0.226;5;15;0.9991;3.32;0.6;9;6;Argentina;Mendoza Province;Mendoza;;Malbec;Benegas
9.8;0.5;0.49;2.6;0.25;5;20;0.999;3.31;0.79;10.7;6;US;California;Howell Mountain;Napa;Cabernet Sauvignon;W.H. Smith
6.2;0.36;0.24;2.2;0.095;19;42;0.9946;3.57;0.57;11.7;6;US;Washington;Columbia Valley (WA);Columbia Valley;Chardonnay;Alleromb
11.5;0.35;0.49;3.3;0.07;10;37;1.0003;3.32;0.91;11;6;US;Washington;Yakima Valley;Columbia Valley;Syrah;Ardor
6.2;0.36;0.24;2.2;0.095;19;42;0.9946;3.57;0.57;11.7;6;US;California;Yolo County;Central Valley;Albariño;Berryessa Gap
10.2;0.24;0.49;2.4;0.075;10;28;0.9978;3.14;0.61;10.4;5;Italy;Piedmont;Dolcetto d'Alba;;Dolcetto;Brezza
10.5;0.59;0.49;2.1;0.07;14;47;0.9991;3.3;0.56;9.6;4;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château Bois Chantant
10.6;0.34;0.49;3.2;0.078;20;78;0.9992;3.19;0.7;10;6;France;Rhône Valley;Costières de Nîmes;;Rosé;Château de Campuget
12.3;0.27;0.49;3.1;0.079;28;46;0.9993;3.2;0.8;10.2;6;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château de l'Aubrade
9.9;0.5;0.24;2.3;0.103;6;14;0.9978;3.34;0.52;10;4;France;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château de Pressac
8.8;0.44;0.49;2.8;0.083;18;111;0.9982;3.3;0.6;9.5;5;US;New York;Finger Lakes;Finger Lakes;Rosé;Chateau Lafayette Reneau
8.8;0.47;0.49;2.9;0.085;17;110;0.9982;3.29;0.6;9.8;5;France;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Château Maison Noble Saint Martin
10.6;0.31;0.49;2.2;0.063;18;40;0.9976;3.14;0.51;9.8;6;US;California;California;California Other;Rosé;Cupcake
12.3;0.5;0.49;2.2;0.089;5;14;1.0002;3.19;0.44;9.6;5;US;Washington;Washington;Washington Other;White Blend;Raconteur
12.3;0.5;0.49;2.2;0.089;5;14;1.0002;3.19;0.44;9.6;5;US;Washington;Columbia Gorge (WA);Washington Other;Gewürztraminer;Savage Grace
11.7;0.49;0.49;2.2;0.083;5;15;1;3.19;0.43;9.2;5;US;Washington;Wahluke Slope;Columbia Valley;Merlot;Seven Falls
12;0.28;0.49;1.9;0.074;10;21;0.9976;2.98;0.66;9.9;7;US;California;Santa Cruz Mountains;Central Coast;Pinot Noir;Silvertip
11.8;0.33;0.49;3.4;0.093;54;80;1.0002;3.3;0.76;10.7;7;Austria;Kamptal;;;Grüner Veltliner;Steininger
7.6;0.51;0.24;2.4;0.091;8;38;0.998;3.47;0.66;9.6;6;US;Washington;Yakima Valley;Columbia Valley;Chardonnay;Stevens
11.1;0.31;0.49;2.7;0.094;16;47;0.9986;3.12;1.02;10.6;7;Austria;Steiermark;;;Pinot Blanc;Strauss
7.3;0.73;0.24;1.9;0.108;18;102;0.9967;3.26;0.59;9.3;5;Austria;Südsteiermark;;;Sauvignon Blanc;Strauss
5;0.42;0.24;2;0.06;19;50;0.9917;3.72;0.74;14;8;US;California;North Coast;;Chardonnay;Trinity River
10.2;0.29;0.49;2.6;0.059;5;13;0.9976;3.05;0.74;10.5;7;Austria;Burgenland;;;Zweigelt;Umathum
9;0.45;0.49;2.6;0.084;21;75;0.9987;3.35;0.57;9.7;5;US;California;Paso Robles;Central Coast;Chardonnay;Vintage Cowboy
6.6;0.39;0.49;1.7;0.07;23;149;0.9922;3.12;0.5;11.5;6;Austria;Niederösterreich;;;Grüner Veltliner;Winzer Krems
9;0.45;0.49;2.6;0.084;21;75;0.9987;3.35;0.57;9.7;5;US;Washington;Walla Walla Valley (WA);Columbia Valley;Malbec;Kontos
9.9;0.49;0.58;3.5;0.094;9;43;1.0004;3.29;0.58;9;5;Austria;Niederösterreich;;;Riesling;Landhaus Mayer
7.9;0.72;0.17;2.6;0.096;20;38;0.9978;3.4;0.53;9.5;5;France;Rhône Valley;;;Rhône-style Red Blend;Lavau
8.9;0.595;0.41;7.9;0.086;30;109;0.9998;3.27;0.57;9.3;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;L'Ecole No. 41
12.4;0.4;0.51;2;0.059;6;24;0.9994;3.04;0.6;9.3;6;Greece;Crete;;;Vilana;Lyrarakis
11.9;0.58;0.58;1.9;0.071;5;18;0.998;3.09;0.63;10;6;Austria;Kremstal;;;Riesling;Malat
8.5;0.585;0.18;2.1;0.078;5;30;0.9967;3.2;0.48;9.8;6;US;California;Paso Robles;Central Coast;Sangiovese;Midnight
12.7;0.59;0.45;2.3;0.082;11;22;1;3;0.7;9.3;6;US;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Michael Pozzan
8.2;0.915;0.27;2.1;0.088;7;23;0.9962;3.26;0.47;10;4;Italy;Piedmont;Gavi;;Cortese;Michele Chiarlo
13.2;0.46;0.52;2.2;0.071;12;35;1.0006;3.1;0.56;9;6;Mexico;Valle de Guadalupe;;;Sauvignon Blanc;Monte Xanic
7.7;0.835;0;2.6;0.081;6;14;0.9975;3.3;0.52;9.3;5;US;California;Oak Knoll District;Napa;Cabernet Sauvignon;Paoletti
13.2;0.46;0.52;2.2;0.071;12;35;1.0006;3.1;0.56;9;6;US;New York;North Fork of Long Island;Long Island;Cabernet Franc;Peconic Bay Winery
8.3;0.58;0.13;2.9;0.096;14;63;0.9984;3.17;0.62;9.1;6;Spain;Northern Spain;Navarra;;Red Blend;Príncipe de Viana
8.3;0.6;0.13;2.6;0.085;6;24;0.9984;3.31;0.59;9.2;6;Argentina;Mendoza Province;Mendoza;;Red Blend;Proemio
9.4;0.41;0.48;4.6;0.072;10;20;0.9973;3.34;0.79;12.2;7;US;Oregon;Rogue Valley;Southern Oregon;Grenache;Quady North
8.8;0.48;0.41;3.3;0.092;26;52;0.9982;3.31;0.53;10.5;6;US;Oregon;Rogue Valley;Southern Oregon;Viognier;Quady North
10.1;0.65;0.37;5.1;0.11;11;65;1.0026;3.32;0.64;10.4;6;Portugal;Douro;;;Portuguese White;Quinta do Portal
6.3;0.36;0.19;3.2;0.075;15;39;0.9956;3.56;0.52;12.7;6;US;Oregon;Chehalem Mountains;Willamette Valley;Grüner Veltliner;Raptor Ridge
8.8;0.24;0.54;2.5;0.083;25;57;0.9983;3.39;0.54;9.2;5;US;California;Northern Sonoma;Sonoma;Sauvignon Blanc;Rodney Strong
13.2;0.38;0.55;2.7;0.081;5;16;1.0006;2.98;0.54;9.4;5;US;California;Carneros;Napa-Sonoma;Pinot Noir;Saintsbury
7.5;0.64;0;2.4;0.077;18;29;0.9965;3.32;0.6;10;6;US;California;Paso Robles;Central Coast;G-S-M;Sextant
8.2;0.39;0.38;1.5;0.058;10;29;0.9962;3.26;0.74;9.8;5;Portugal;Vinho Verde;;;Portuguese White;Solar de Pinheiro
9.2;0.755;0.18;2.2;0.148;10;103;0.9969;2.87;1.36;10.2;6;Italy;Veneto;Soave Classico;;Garganega;Suavia
9.6;0.6;0.5;2.3;0.079;28;71;0.9997;3.5;0.57;9.7;5;Argentina;Mendoza Province;Mendoza;;Malbec;Tilia
9.6;0.6;0.5;2.3;0.079;28;71;0.9997;3.5;0.57;9.7;5;US;California;Russian River Valley;Sonoma;Chardonnay;B Cellars
11.5;0.31;0.51;2.2;0.079;14;28;0.9982;3.03;0.93;9.8;6;Italy;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Bacio della Luna
11.4;0.46;0.5;2.7;0.122;4;17;1.0006;3.13;0.7;10.2;5;US;California;Calistoga;Napa;Merlot;Barlow
11.3;0.37;0.41;2.3;0.088;6;16;0.9988;3.09;0.8;9.3;5;Italy;Piedmont;Piedmont;;Chardonnay;Borgo Maragliano
8.3;0.54;0.24;3.4;0.076;16;112;0.9976;3.27;0.61;9.4;5;Italy;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Bortolotti
8.2;0.56;0.23;3.4;0.078;14;104;0.9976;3.28;0.62;9.4;5;US;California;Edna Valley;Central Coast;Pinot Noir;Claiborne & Churchill
10;0.58;0.22;1.9;0.08;9;32;0.9974;3.13;0.55;9.5;5;US;Idaho;;;Red Blend;Coiled
7.9;0.51;0.25;2.9;0.077;21;45;0.9974;3.49;0.96;12.1;6;US;Idaho;;;Red Blend;Coiled
6.8;0.69;0;5.6;0.124;21;58;0.9997;3.46;0.72;10.2;5;US;Idaho;Idaho;;Red Blend;Colter's Creek
6.8;0.69;0;5.6;0.124;21;58;0.9997;3.46;0.72;10.2;5;Italy;Veneto;Soave;;Garganega;Corte Falco
8.8;0.6;0.29;2.2;0.098;5;15;0.9988;3.36;0.49;9.1;5;Italy;Veneto;Gambellara Classico;;Garganega;Domenico Cavazza
8.8;0.6;0.29;2.2;0.098;5;15;0.9988;3.36;0.49;9.1;5;Italy;Piedmont;Monferrato;;White Blend;Cascina La Ghersa
8.7;0.54;0.26;2.5;0.097;7;31;0.9976;3.27;0.6;9.3;6;Australia;South Australia;McLaren Vale;;Shiraz;Kangarilla Road
7.6;0.685;0.23;2.3;0.111;20;84;0.9964;3.21;0.61;9.3;5;US;California;Russian River Valley;Sonoma;Pinot Noir;Walt
8.7;0.54;0.26;2.5;0.097;7;31;0.9976;3.27;0.6;9.3;6;US;Oregon;Willamette Valley;;Pinot Noir;WillaKenzie Estate
10.4;0.28;0.54;2.7;0.105;5;19;0.9988;3.25;0.63;9.5;5;France;Alsace;Alsace;;Gewürztraminer;Willm
7.6;0.41;0.14;3;0.087;21;43;0.9964;3.32;0.57;10.5;6;France;Alsace;Alsace;;Riesling;Jean-Marc Bernhard
10.1;0.935;0.22;3.4;0.105;11;86;1.001;3.43;0.64;11.3;4;Australia;Victoria;Yarra Valley;;Viognier;Yeringberg
7.9;0.35;0.21;1.9;0.073;46;102;0.9964;3.27;0.58;9.5;5;US;California;Dry Creek Valley;Sonoma;Zinfandel;Armida
8.7;0.84;0;1.4;0.065;24;33;0.9954;3.27;0.55;9.7;5;Spain;Northern Spain;Rioja;;Viura;Marqués de Murrieta
9.6;0.88;0.28;2.4;0.086;30;147;0.9979;3.24;0.53;9.4;5;Australia;South Australia;Barossa Valley;;Shiraz;Torbreck
9.5;0.885;0.27;2.3;0.084;31;145;0.9978;3.24;0.53;9.4;5;France;Alsace;Alsace;;Alsace white blend;Biecher & Schaal
7.7;0.915;0.12;2.2;0.143;7;23;0.9964;3.35;0.65;10.2;7;France;Alsace;Alsace;;Riesling;Domaines Schlumberger
8.9;0.29;0.35;1.9;0.067;25;57;0.997;3.18;1.36;10.3;6;France;Alsace;Alsace;;Pinot Gris;Domaines Schlumberger
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;US;California;Santa Maria Valley;Central Coast;Chardonnay;Foxen
9.5;0.59;0.44;2.3;0.071;21;68;0.9992;3.46;0.63;9.5;5;US;California;California;California Other;Pinot Gris;Les Belles Collines
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;Portugal;Alentejano;;;Portuguese Red;Luis Duarte
9.5;0.59;0.44;2.3;0.071;21;68;0.9992;3.46;0.63;9.5;5;US;California;Sonoma Coast;Sonoma;Chardonnay;Melhill
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;US;California;Paso Robles;Central Coast;Cabernet Sauvignon;Niner
7.8;0.64;0.1;6;0.115;5;11;0.9984;3.37;0.69;10.1;7;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Purple Hands
7.3;0.67;0.05;3.6;0.107;6;20;0.9972;3.4;0.63;10.1;5;Portugal;Tejo;;;Portuguese Red;Quinta da Lagoalva de Cima
8.3;0.845;0.01;2.2;0.07;5;14;0.9967;3.32;0.58;11;4;Portugal;Douro;;;Portuguese Red;Quinta do Monte Xisto
8.7;0.48;0.3;2.8;0.066;10;28;0.9964;3.33;0.67;11.2;7;Germany;Mosel;;;Riesling;Reichsgraf von Kesselstatt
6.7;0.42;0.27;8.6;0.068;24;148;0.9948;3.16;0.57;11.3;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Stone The Crows
10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5;Italy;Northeastern Italy;Collio;;Sauvignon;Sturm
9.8;0.88;0.25;2.5;0.104;35;155;1.001;3.41;0.67;11.2;5;France;Alsace;Alsace;;Riesling;Kuentz-Bas
15.9;0.36;0.65;7.5;0.096;22;71;0.9976;2.98;0.84;14.9;5;Australia;Western Australia;Great Southern;;Riesling;Plantagenet
9.4;0.33;0.59;2.8;0.079;9;30;0.9976;3.12;0.54;12;6;US;California;Arroyo Seco;Central Coast;Grenache;Scratch
8.6;0.47;0.47;2.4;0.074;7;29;0.9979;3.08;0.46;9.5;5;France;Alsace;Alsace;;Riesling;Sipp Mack
9.7;0.55;0.17;2.9;0.087;20;53;1.0004;3.14;0.61;9.4;5;US;California;Mokelumne River;Central Valley;Zinfandel;St. Amant
10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Stoller
12;0.5;0.59;1.4;0.073;23;42;0.998;2.92;0.68;10.5;7;South Africa;Coastal Region;;;Rhône-style Red Blend;Fable Mountain
7.2;0.52;0.07;1.4;0.074;5;20;0.9973;3.32;0.81;9.6;6;US;California;Los Carneros;Napa-Sonoma;Chardonnay;Vine Cliff
7.1;0.84;0.02;4.4;0.096;5;13;0.997;3.41;0.57;11;4;US;Washington;Walla Walla Valley (WA);Columbia Valley;Cabernet Sauvignon;Va Piano
7.2;0.52;0.07;1.4;0.074;5;20;0.9973;3.32;0.81;9.6;6;US;California;Mount Veeder;Napa;Cabernet Sauvignon;Y Rousseau
7.5;0.42;0.31;1.6;0.08;15;42;0.9978;3.31;0.64;9;5;US;California;Mendocino;;Pinot Grigio;Monte Volpe
7.2;0.57;0.06;1.6;0.076;9;27;0.9972;3.36;0.7;9.6;6;Italy;Piedmont;Barolo;;Nebbiolo;Palladino
10.1;0.28;0.46;1.8;0.05;5;13;0.9974;3.04;0.79;10.2;6;US;California;Rockpile;Sonoma;Cabernet Sauvignon;Paradise Ridge
12.1;0.4;0.52;2;0.092;15;54;1;3.03;0.66;10.2;5;Italy;Piedmont;Dogliani Superiore;;Dolcetto;Pecchenino
9.4;0.59;0.14;2;0.084;25;48;0.9981;3.14;0.56;9.7;5;Italy;Piedmont;Barbera d'Alba;;Barbera;Poderi Colla
8.3;0.49;0.36;1.8;0.222;6;16;0.998;3.18;0.6;9.5;6;US;Washington;Columbia Valley (WA);Columbia Valley;Riesling;Poet's Leap
11.3;0.34;0.45;2;0.082;6;15;0.9988;2.94;0.66;9.2;6;Spain;Levante;Valencia;;Garnacha Tintorera;Rafael Cambra
10;0.73;0.43;2.3;0.059;15;31;0.9966;3.15;0.57;11;5;US;New York;North Fork of Long Island;Long Island;Riesling;Raphael
11.3;0.34;0.45;2;0.082;6;15;0.9988;2.94;0.66;9.2;6;US;Washington;Walla Walla Valley (WA);Columbia Valley;Malbec;Seven Hills
6.9;0.4;0.24;2.5;0.083;30;45;0.9959;3.26;0.58;10;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Snoqualmie
8.2;0.73;0.21;1.7;0.074;5;13;0.9968;3.2;0.52;9.5;5;US;California;Napa Valley;Napa;Petite Sirah;Stags' Leap Winery
9.8;1.24;0.34;2;0.079;32;151;0.998;3.15;0.53;9.5;5;US;New York;Long Island;Long Island;Riesling;The Grapes of Roth
8.2;0.73;0.21;1.7;0.074;5;13;0.9968;3.2;0.52;9.5;5;US;California;Anderson Valley;;Pinot Noir;The Withers Winery
10.8;0.4;0.41;2.2;0.084;7;17;0.9984;3.08;0.67;9.3;6;US;California;Carneros;Napa-Sonoma;Cabernet Sauvignon;Truchard
9.3;0.41;0.39;2.2;0.064;12;31;0.9984;3.26;0.65;10.2;5;US;California;Carneros;Napa-Sonoma;Pinot Noir;Acacia
10.8;0.4;0.41;2.2;0.084;7;17;0.9984;3.08;0.67;9.3;6;US;Washington;Yakima Valley;Columbia Valley;Chardonnay;Array
8.6;0.8;0.11;2.3;0.084;12;31;0.9979;3.4;0.48;9.9;5;Italy;Tuscany;Cortona;;Syrah;Baracchi Riccardo
8.3;0.78;0.1;2.6;0.081;45;87;0.9983;3.48;0.53;10;5;Italy;Tuscany;Cortona;;Syrah;Baracchi Riccardo
10.8;0.26;0.45;3.3;0.06;20;49;0.9972;3.13;0.54;9.6;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Barrister
13.3;0.43;0.58;1.9;0.07;15;40;1.0004;3.06;0.49;9;5;Spain;Northern Spain;Rioja;;Tempranillo Blend;Bodegas Berceo
8;0.45;0.23;2.2;0.094;16;29;0.9962;3.21;0.49;10.2;6;US;Washington;Columbia Valley (WA);Columbia Valley;Syrah;Bunnell
8.5;0.46;0.31;2.25;0.078;32;58;0.998;3.33;0.54;9.8;5;Italy;Piedmont;Piemonte;;Pinot Nero;Castello di Neive
8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3;5;Italy;Tuscany;Colli della Toscana Centrale;;Red Blend;Castello di Querceto
9.8;0.98;0.32;2.3;0.078;35;152;0.998;3.25;0.48;9.4;5;US;Washington;Horse Heaven Hills;Columbia Valley;Cabernet Sauvignon;Chateau Ste. Michelle
8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;Cobb
7.1;0.65;0.18;1.8;0.07;13;40;0.997;3.44;0.6;9.1;5;Italy;Piedmont;Barolo;;Nebbiolo;Comm. G. B. Burlotto
9.1;0.64;0.23;3.1;0.095;13;38;0.9998;3.28;0.59;9.7;5;US;California;Santa Cruz Mountains;Central Coast;Chardonnay;Cooper-Garrod
7.7;0.66;0.04;1.6;0.039;4;9;0.9962;3.4;0.47;9.4;5;US;Washington;Red Mountain;Columbia Valley;Cabernet Sauvignon;Mosquito Fleet
8.1;0.38;0.48;1.8;0.157;5;17;0.9976;3.3;1.05;9.4;5;US;California;Santa Barbara County;Central Coast;Red Blend;Nadia
7.4;1.185;0;4.25;0.097;5;14;0.9966;3.63;0.54;10.7;3;Austria;Burgenland;;;Red Blend;Nittnaus Hans und Christine
9.2;0.92;0.24;2.6;0.087;12;93;0.9998;3.48;0.54;9.8;5;US;California;Livermore Valley;Central Coast;Malbec;Nottingham Cellars
8.6;0.49;0.51;2;0.422;16;62;0.9979;3.03;1.17;9;5;Italy;Tuscany;Morellino di Scansano;;Red Blend;Poggio Argentiera
9;0.48;0.32;2.8;0.084;21;122;0.9984;3.32;0.62;9.4;5;US;California;Sonoma County;Sonoma;Cabernet Franc;Pride Mountain
9;0.47;0.31;2.7;0.084;24;125;0.9984;3.31;0.61;9.4;5;South Africa;Stellenbosch;;;Sauvignon Blanc;Reyneke
5.1;0.47;0.02;1.3;0.034;18;44;0.9921;3.9;0.62;12.8;6;Italy;Tuscany;Chianti Classico;;Red Blend;Ruffino
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;New Zealand;Marlborough;;;Sauvignon Blanc;Saint Clair
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;Austria;Wagram;;;Roter Veltliner;Soellner
9.4;0.615;0.28;3.2;0.087;18;72;1.0001;3.31;0.53;9.7;5;US;Washington;Columbia Valley (WA);Columbia Valley;Bordeaux-style Red Blend;Woodinville Wine Cellars
11.8;0.38;0.55;2.1;0.071;5;19;0.9986;3.11;0.62;10.8;6;South Africa;Simonsberg-Stellenbosch;;;Pinotage;Kanonkop
10.6;1.02;0.43;2.9;0.076;26;88;0.9984;3.08;0.57;10.1;6;Argentina;Mendoza Province;Mendoza;;Bonarda;El Enemigo
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;France;Provence;Côtes de Provence;;Rosé;Château d'Esclans
7;0.64;0.02;2.1;0.067;9;23;0.997;3.47;0.67;9.4;6;France;Provence;Côtes de Provence;;Rosé;Château Riotor
7.5;0.38;0.48;2.6;0.073;22;84;0.9972;3.32;0.7;9.6;4;France;Provence;Côtes de Provence;;Rosé;Château Sainte Marguerite
9.1;0.765;0.04;1.6;0.078;4;14;0.998;3.29;0.54;9.7;4;France;Provence;Coteaux d'Aix-en-Provence;;Rosé;Château Vignelaure
8.4;1.035;0.15;6;0.073;11;54;0.999;3.37;0.49;9.9;5;New Zealand;Marlborough;;;Sauvignon Blanc;Cloudy Bay
7;0.78;0.08;2;0.093;10;19;0.9956;3.4;0.47;10;5;France;Provence;Côtes de Provence;;Rosé;Domaine de la Bastide Blanche
7.4;0.49;0.19;3;0.077;16;37;0.9966;3.37;0.51;10.5;5;France;Provence;Côtes de Provence;;Rosé;Domaine du Grand Cros
7.8;0.545;0.12;2.5;0.068;11;35;0.996;3.34;0.61;11.6;6;France;Provence;Côtes de Provence;;Rosé;Domaine Sainte-Marie
9.7;0.31;0.47;1.6;0.062;13;33;0.9983;3.27;0.66;10;6;US;California;Dry Creek Valley;Sonoma;Zinfandel;Dry Creek Vineyard
10.6;1.025;0.43;2.8;0.08;21;84;0.9985;3.06;0.57;10.1;5;New Zealand;Martinborough;;;Pinot Noir;Dry River
8.9;0.565;0.34;3;0.093;16;112;0.9998;3.38;0.61;9.5;5;US;California;Russian River Valley;Sonoma;Sauvignon Blanc;Dutton Estate
8.7;0.69;0;3.2;0.084;13;33;0.9992;3.36;0.45;9.4;5;US;California;Russian River Valley;Sonoma;Pinot Noir;Failla
8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4;5;US;California;Russian River Valley;Sonoma;Pinot Noir;Friedeman
9.9;0.74;0.28;2.6;0.078;21;77;0.998;3.28;0.51;9.8;5;New Zealand;Central Otago;;;Pinot Noir;Akarua
7.2;0.49;0.18;2.7;0.069;13;34;0.9967;3.29;0.48;9.2;6;Argentina;Mendoza Province;Valle de Uco;;Red Blend;Benvenuto de la Serna
8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4;5;New Zealand;Central Otago;;;Pinot Noir;Carrick
7.6;0.46;0.11;2.6;0.079;12;49;0.9968;3.21;0.57;10;5;France;Provence;Côtes de Provence;;Rosé;JCB
8.4;0.56;0.04;2;0.082;10;22;0.9976;3.22;0.44;9.6;5;Portugal;Lisboa;;;Portuguese White;Casca Wines
7.1;0.66;0;3.9;0.086;17;45;0.9976;3.46;0.54;9.5;5;France;Burgundy;Mâcon-Villages;;Chardonnay;Cave de Viré
8.4;0.56;0.04;2;0.082;10;22;0.9976;3.22;0.44;9.6;5;Portugal;Alentejano;;;Rosé;Cortes de Cima
8.9;0.48;0.24;2.85;0.094;35;106;0.9982;3.1;0.53;9.2;5;Argentina;Mendoza Province;Tupungato;;Cabernet Sauvignon;Domaine Bousquet
7.6;0.42;0.08;2.7;0.084;15;48;0.9968;3.21;0.59;10;5;Argentina;Mendoza Province;Mendoza;;Sémillon;Mendel
7.1;0.31;0.3;2.2;0.053;36;127;0.9965;2.94;1.62;9.5;5;Portugal;Vinho Verde;;;Portuguese White;Messias
7.5;1.115;0.1;3.1;0.086;5;12;0.9958;3.54;0.6;11.2;4;US;Texas;Texas;;Viognier;Mont Sec
9;0.66;0.17;3;0.077;5;13;0.9976;3.29;0.55;10.4;5;Italy;Piedmont;Barolo;;Nebbiolo;Paolo Manzone
8.1;0.72;0.09;2.8;0.084;18;49;0.9994;3.43;0.72;11.1;6;Portugal;Vinho Verde;;;Rosé;Quinta de Paços
6.4;0.57;0.02;1.8;0.067;4;11;0.997;3.46;0.68;9.5;5;US;Oregon;Oregon;Oregon Other;Pinot Noir;Rascal
6.4;0.57;0.02;1.8;0.067;4;11;0.997;3.46;0.68;9.5;5;Argentina;Other;Salta;;Torrontés;Terrazas de Los Andes
6.4;0.865;0.03;3.2;0.071;27;58;0.995;3.61;0.49;12.7;6;Portugal;Alentejano;;;Portuguese White;Herdade Grande
9.5;0.55;0.66;2.3;0.387;12;37;0.9982;3.17;0.67;9.6;5;US;California;California;California Other;Cabernet Sauvignon;Jack's House
8.9;0.875;0.13;3.45;0.088;4;14;0.9994;3.44;0.52;11.5;5;France;France Other;Vin de France;;Chardonnay;Kiwi Cuvée
7.3;0.835;0.03;2.1;0.092;10;19;0.9966;3.39;0.47;9.6;5;France;Burgundy;Côte Chalonnaise;;Pinot Noir;Domaine Michel Goubard
7;0.45;0.34;2.7;0.082;16;72;0.998;3.55;0.6;9.5;5;France;Burgundy;Chorey-lès-Beaune;;Pinot Noir;Domaine Poulleau Père et Fils
7.7;0.56;0.2;2;0.075;9;39;0.9987;3.48;0.62;9.3;5;Argentina;Mendoza Province;Mendoza;;Bonarda;Durigutti
7.7;0.965;0.1;2.1;0.112;11;22;0.9963;3.26;0.5;9.5;5;Argentina;Other;Calchaquí Valley;;Torrontés;El Esteco
7.7;0.965;0.1;2.1;0.112;11;22;0.9963;3.26;0.5;9.5;5;US;California;Paso Robles;Central Coast;Tempranillo;Felten Cellars
